,CustomerID,Recency,Frequency,Monetary,R-Score,F-Score,M-Score,RFMScore,LoyaltyLevel,Cluster_ID
3878,18228,56,30,780,2,3,2,7,Gold,1
3881,18231,191,124,2083,4,1,1,6,Gold,1
3882,18232,81,37,593,3,2,2,7,Gold,0
3883,18233,325,1,440,4,4,3,11,Bronze,0
3884,18235,71,104,1796,3,1,1,5,Platinum,1
3885,18236,29,49,882,2,2,2,6,Gold,1
3886,18237,2,61,987,1,2,2,5,Platinum,1
3887,18239,218,88,1562,4,1,1,6,Gold,1
3888,18240,45,6,423,2,4,3,9,Silver,0
3889,18241,9,104,2073,1,1,1,3,Platinum,1
3890,18242,71,78,2232,3,1,1,5,Platinum,1
3891,18245,6,175,2567,1,1,1,3,Platinum,1
3892,18246,23,4,596,2,4,2,8,Silver,0
3893,18248,122,47,804,3,2,2,7,Gold,1
3894,18249,16,8,95,1,4,4,9,Silver,0
3895,18250,309,21,349,4,3,3,10,Bronze,0
3897,18252,50,98,527,2,1,3,6,Gold,1
3898,18255,88,6,103,3,4,4,11,Bronze,0
3899,18257,38,118,2338,2,1,1,4,Platinum,1
3900,18259,24,42,2339,2,2,1,5,Platinum,1
3901,18260,172,134,2643,4,1,1,6,Gold,1
3902,18261,42,21,324,2,3,3,8,Silver,0
3903,18262,139,13,149,3,4,4,11,Bronze,0
3904,18263,25,61,1213,2,2,1,5,Platinum,1
3905,18265,71,46,802,3,2,2,7,Gold,1
3906,18268,133,1,26,3,4,4,11,Bronze,0
3908,18270,37,11,283,2,4,3,9,Silver,0
3910,18273,1,3,204,1,4,4,9,Silver,0
3911,18274,29,11,176,2,4,4,10,Bronze,0
3912,18276,43,14,336,2,4,3,9,Silver,0
3913,18277,57,8,110,2,4,4,10,Bronze,0
3914,18278,73,9,174,3,4,4,11,Bronze,0
3915,18280,277,10,181,4,4,4,12,Bronze,0
3916,18281,180,7,81,4,4,4,12,Bronze,0
3917,18282,7,12,178,1,4,4,9,Silver,0
3919,18287,42,70,1837,2,1,1,4,Platinum,1
